Produto,Categoria do Produto,Preço,Frete,Data da Compra,Vendedor,Local da compra,Avaliação da compra,Tipo de pagamento,Quantidade de parcelas,lat,lon
3705,Bola de basquete,esporte e lazer,80.25,8.7531097874,2023-02-13T00:00:00.000,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
3706,Celular ABXY,eletronicos,1176.23,70.4287600342,2023-02-13T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,2,-22.25,-42.66
3707,Fone de ouvido,eletronicos,114.92,6.6502487994,2023-02-13T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
3708,Carrinho controle remoto,brinquedos,76.12,1.6376000667,2023-02-13T00:00:00.000,João Souza,PR,3,cartao_credito,2,-24.89,-51.55
3709,Bicicleta,esporte e lazer,337.96,15.5797923463,2023-02-13T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,8,-22.19,-48.79
3710,Violão,instrumentos musicais,439.4,23.6798540161,2023-02-13T00:00:00.000,Juliana Costa,RN,2,boleto,1,-5.81,-36.59
3711,Dashboards com Power BI,livros,53.4,0,2023-02-13T00:00:00.000,Mariana Ferreira,MG,4,boleto,1,-18.1,-44.38
3712,Carrinho controle remoto,brinquedos,80.22,4.5545995746,2020-03-13T00:00:00.000,Larissa Alves,SP,2,cartao_credito,4,-22.19,-48.79
3713,Violão,instrumentos musicais,271.56,14.990857563,2020-03-13T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
3714,Smartwatch,eletronicos,210.43,12.0931796166,2020-03-13T00:00:00.000,Rafael Costa,SP,5,cartao_credito,1,-22.19,-48.79
3715,Bicicleta,esporte e lazer,884.4,44.6760784342,2020-03-13T00:00:00.000,Camila Ribeiro,RJ,5,cartao_credito,2,-22.25,-42.66
3716,Boneca bebê,brinquedos,61.13,4.1948364284,2020-03-13T00:00:00.000,Bruno Rodrigues,RJ,5,cupom,1,-22.25,-42.66
3717,Fone de ouvido,eletronicos,80.69,4.8227647414,2020-03-13T00:00:00.000,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
3718,Bicicleta,esporte e lazer,562.49,30.2396771152,2020-03-13T00:00:00.000,Pedro Gomes,MG,5,cartao_credito,10,-18.1,-44.38
3719,Modelagem preditiva,livros,87.82,2.2605898684,2020-03-13T00:00:00.000,Lucas Oliveira,SP,4,cartao_debito,1,-22.19,-48.79
3720,Dinossauro Rex,brinquedos,23.57,1.7861361171,2021-03-13T00:00:00.000,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
3721,Xadrez de madeira,brinquedos,36.07,0,2021-03-13T00:00:00.000,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
3722,Cubo mágico 8x8,brinquedos,13.9,0,2021-03-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
3723,Kit banquetas,moveis,447.98,21.4380263617,2021-03-13T00:00:00.000,Larissa Alves,RJ,5,cartao_credito,1,-22.25,-42.66
3724,Mesa de jantar,moveis,205.02,8.5011372835,2021-03-13T00:00:00.000,Thiago Silva,RJ,3,boleto,1,-22.25,-42.66
3725,Dashboards com Power BI,livros,48.41,0,2021-03-13T00:00:00.000,Isabella Pereira,RJ,5,cartao_credito,2,-22.25,-42.66
3726,Blocos de montar,brinquedos,41.38,0,2021-03-13T00:00:00.000,Beatriz Moraes,PI,4,cartao_credito,4,-6.6,-42.28
3727,Micro-ondas,eletrodomesticos,602.41,35.2403365303,2021-03-13T00:00:00.000,Bianca Santos,CE,5,cupom,1,-5.2,-39.53
3728,Modelagem preditiva,livros,98.22,2.814358581,2022-03-13T00:00:00.000,Mariana Ferreira,SP,4,cartao_credito,2,-22.19,-48.79
3729,Kit banquetas,moveis,376.24,23.197464441,2022-03-13T00:00:00.000,Bianca Santos,RJ,3,cartao_credito,1,-22.25,-42.66
3730,Headset,eletronicos,111.01,3.4953876035,2022-03-13T00:00:00.000,Bianca Santos,SC,5,cartao_credito,2,-27.45,-50.95
3731,Carrinho controle remoto,brinquedos,93.95,2.5869939269,2022-03-13T00:00:00.000,Thiago Silva,PR,3,boleto,1,-24.89,-51.55
3732,Bateria,instrumentos musicais,848.46,45.8649546404,2022-03-13T00:00:00.000,Thiago Silva,ES,5,cartao_credito,6,-19.19,-40.34
3733,Mesa de jantar,moveis,267.6,11.8333340176,2022-03-13T00:00:00.000,Isabella Pereira,RO,5,cartao_credito,5,-10.83,-63.34
3734,Blocos de montar,brinquedos,56.52,0,2022-03-13T00:00:00.000,Lucas Oliveira,SP,3,boleto,1,-22.19,-48.79
3735,Modelagem preditiva,livros,68.43,1.2281307013,2022-03-13T00:00:00.000,Beatriz Moraes,SP,5,cartao_credito,1,-22.19,-48.79
3736,Smart TV,eletronicos,1708.94,97.2378492052,2022-03-13T00:00:00.000,Thiago Silva,RJ,2,cartao_credito,5,-22.25,-42.66
3737,TV Led UHD 4K,eletronicos,3646.25,194.4406199202,2023-03-13T00:00:00.000,Pedro Gomes,GO,3,boleto,1,-15.98,-49.86
3738,Bola de basquete,esporte e lazer,44.26,0,2023-03-13T00:00:00.000,Isabella Pereira,SP,3,cartao_credito,2,-22.19,-48.79
3739,Bateria,instrumentos musicais,703.41,37.7375922675,2023-03-13T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
3740,Impressora,eletronicos,433.37,20.6600878145,2023-03-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
3741,Lavadora de roupas,eletrodomesticos,1908.18,99.1892834906,2023-03-13T00:00:00.000,Thiago Silva,RS,5,cartao_credito,1,-30.17,-53.5
3742,Jogo de copos,utilidades domesticas,34.14,0,2023-03-13T00:00:00.000,Mariana Ferreira,PA,5,cartao_credito,8,-3.79,-52.48
3743,Dinossauro Rex,brinquedos,20.9,2.0012772994,2023-03-13T00:00:00.000,Thiago Silva,SP,5,cartao_credito,7,-22.19,-48.79
3744,Jogo de tabuleiro,brinquedos,344.8,19.046574853,2023-03-13T00:00:00.000,Pedro Gomes,RJ,5,cartao_credito,4,-22.25,-42.66
3745,Violão,instrumentos musicais,288.1,12.9248973453,2023-03-13T00:00:00.000,Camila Ribeiro,SP,1,cartao_credito,1,-22.19,-48.79
3746,Corda de pular,esporte e lazer,33.84,0,2023-03-13T00:00:00.000,Bruno Rodrigues,PR,5,cartao_credito,5,-24.89,-51.55
3747,Smart TV,eletronicos,2139.37,114.8034315864,2023-03-13T00:00:00.000,Pedro Gomes,RJ,5,cartao_credito,3,-22.25,-42.66
3748,Assistente virtual,eletronicos,346.81,16.0510282219,2023-03-13T00:00:00.000,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
3749,Violão,instrumentos musicais,458.77,24.9592268598,2020-04-13T00:00:00.000,Larissa Alves,SP,3,cartao_credito,1,-22.19,-48.79
3750,Tablet ABXY,eletronicos,1939.7,100.8676286657,2020-04-13T00:00:00.000,João Souza,SP,3,cartao_credito,6,-22.19,-48.79
3751,Smartwatch,eletronicos,261.47,11.5069299591,2020-04-13T00:00:00.000,Mariana Ferreira,SP,4,boleto,1,-22.19,-48.79
3752,Blocos de montar,brinquedos,37.31,0,2020-04-13T00:00:00.000,Bianca Santos,PE,3,cartao_credito,21,-8.38,-37.86
3753,Blocos de montar,brinquedos,44.73,0,2020-04-13T00:00:00.000,Bianca Santos,CE,3,boleto,1,-5.2,-39.53
3754,Cubo mágico 8x8,brinquedos,16.53,1.4112772962,2020-04-13T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,10,-22.19,-48.79
3755,Fone de ouvido,eletronicos,106.86,6.3769856725,2020-04-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_debito,1,-22.19,-48.79
3756,Dashboards com Power BI,livros,45.31,3.0996333398,2020-04-13T00:00:00.000,Bruno Rodrigues,MG,1,cartao_credito,2,-18.1,-44.38
3757,Jogo de panelas,utilidades domesticas,110.76,6.4287413143,2021-04-13T00:00:00.000,Juliana Costa,SC,5,boleto,1,-27.45,-50.95
3758,Kit banquetas,moveis,410.73,22.3964018479,2021-04-13T00:00:00.000,Camila Ribeiro,SC,1,cartao_credito,2,-27.45,-50.95
3759,Cama king,moveis,618.54,30.5198332484,2021-04-13T00:00:00.000,Isabella Pereira,PE,5,cartao_credito,2,-8.38,-37.86
3760,Poltrona,moveis,341.92,15.790650433,2021-04-13T00:00:00.000,Bruno Rodrigues,ES,5,cartao_credito,10,-19.19,-40.34
3761,Xadrez de madeira,brinquedos,40.4,0,2021-04-13T00:00:00.000,Rafael Costa,PE,5,cartao_credito,6,-8.38,-37.86
3762,Cama box,moveis,546.43,26.6801926844,2021-04-13T00:00:00.000,Camila Ribeiro,RJ,5,cartao_credito,1,-22.25,-42.66
3763,Smart TV,eletronicos,2467.6,131.9233809882,2021-04-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,3,-22.19,-48.79
3764,Lava louças,eletrodomesticos,1765.66,91.6005222483,2021-04-13T00:00:00.000,Bruno Rodrigues,MG,3,cartao_credito,1,-18.1,-44.38
3765,Cubo mágico 8x8,brinquedos,17.59,1.2253913944,2022-04-13T00:00:00.000,Mariana Ferreira,MG,1,cartao_credito,2,-18.1,-44.38
3766,Copo térmico,esporte e lazer,86.9,5.1534285593,2022-04-13T00:00:00.000,Felipe Santos,MG,4,cartao_credito,4,-18.1,-44.38
3767,Headset,eletronicos,274.28,12.1890239214,2022-04-13T00:00:00.000,Larissa Alves,MG,5,cartao_credito,8,-18.1,-44.38
3768,Mesa de jantar,moveis,422.23,22.7712540739,2022-04-13T00:00:00.000,Pedro Gomes,RS,5,boleto,1,-30.17,-53.5
3769,Lava louças,eletrodomesticos,1505.5,80.6944503734,2022-04-13T00:00:00.000,Juliana Costa,BA,5,cartao_credito,1,-13.29,-41.71
3770,Jogo de tabuleiro,brinquedos,290.18,15.7343379301,2022-04-13T00:00:00.000,Rafael Costa,RS,4,boleto,1,-30.17,-53.5
3771,Bola de vôlei,esporte e lazer,77.19,1.6945743477,2022-04-13T00:00:00.000,Camila Ribeiro,RJ,5,cartao_credito,3,-22.25,-42.66
3772,Celular Plus X42,eletronicos,3176.17,169.4046232072,2022-04-13T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,1,-22.19,-48.79
3773,Guarda roupas,moveis,699.75,34.8440214359,2022-04-13T00:00:00.000,Rafael Costa,RJ,5,cartao_credito,1,-22.25,-42.66
3774,TV Led UHD 4K,eletronicos,2176.32,116.822340583,2020-05-13T00:00:00.000,Pedro Gomes,SP,5,boleto,1,-22.19,-48.79
3775,Xadrez de madeira,brinquedos,28.5,1.8006651692,2020-05-13T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,4,-22.19,-48.79
3776,Lavadora de roupas,eletrodomesticos,1776.57,94.8857846724,2020-05-13T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,5,-22.25,-42.66
3777,Mesa de jantar,moveis,242.18,10.4797954912,2020-05-13T00:00:00.000,Bruno Rodrigues,MG,5,cartao_credito,7,-18.1,-44.38
3778,Smart TV,eletronicos,2214.3,115.4892525581,2020-05-13T00:00:00.000,Rafael Costa,MG,5,boleto,1,-18.1,-44.38
3779,Secadora de roupas,eletrodomesticos,1368.02,70.42738851,2020-05-13T00:00:00.000,João Souza,SC,5,boleto,1,-27.45,-50.95
3780,Dashboards com Power BI,livros,35.93,2.4442689332,2020-05-13T00:00:00.000,Rafael Costa,SP,4,cartao_credito,2,-22.19,-48.79
3781,Celular Plus X42,eletronicos,1934.39,103.888863249,2021-05-13T00:00:00.000,Pedro Gomes,SC,1,cartao_credito,10,-27.45,-50.95
3782,Bicicleta,esporte e lazer,560.87,27.449079243,2021-05-13T00:00:00.000,João Souza,SP,5,cartao_credito,5,-22.19,-48.79
3783,Blocos de montar,brinquedos,35.57,0,2021-05-13T00:00:00.000,João Souza,SP,1,cartao_credito,2,-22.19,-48.79
3784,Boneca bebê,brinquedos,55.68,3.4910574816,2021-05-13T00:00:00.000,Rafael Costa,SP,4,boleto,1,-22.19,-48.79
3785,Blocos de montar,brinquedos,32.94,2.2850604283,2021-05-13T00:00:00.000,Bianca Santos,SP,5,cartao_credito,2,-22.19,-48.79
3786,Lava louças,eletrodomesticos,1503.3,80.3349792789,2021-05-13T00:00:00.000,Bianca Santos,SP,1,cartao_credito,2,-22.19,-48.79
3787,Celular Plus X42,eletronicos,3314.85,174.0902291594,2021-05-13T00:00:00.000,Rafael Costa,PI,5,cartao_credito,3,-6.6,-42.28
3788,Cubo mágico 8x8,brinquedos,11.92,7.014318505,2021-05-13T00:00:00.000,Rafael Costa,CE,1,boleto,1,-5.2,-39.53
3789,Geladeira,eletrodomesticos,2239.38,122.4040643637,2021-05-13T00:00:00.000,Bruno Rodrigues,RJ,3,cartao_credito,5,-22.25,-42.66
3790,Corda de pular,esporte e lazer,17.56,0,2022-05-13T00:00:00.000,Bianca Santos,RJ,5,cartao_credito,10,-22.25,-42.66
3791,Blocos de montar,brinquedos,50.41,3.2152853715,2022-05-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
3792,Pandeiro,instrumentos musicais,56.93,3.5624557567,2022-05-13T00:00:00.000,Bianca Santos,SP,4,cartao_credito,8,-22.19,-48.79
3793,Celular ABXY,eletronicos,1362.37,72.8252298498,2022-05-13T00:00:00.000,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
3794,Bola de basquete,esporte e lazer,37.65,2.6917613842,2022-05-13T00:00:00.000,Beatriz Moraes,SP,4,cartao_credito,3,-22.19,-48.79
3795,Tablet ABXY,eletronicos,2260.98,117.9748221258,2022-05-13T00:00:00.000,Felipe Santos,PB,4,boleto,1,-7.28,-36.72
3796,Assistente virtual,eletronicos,166.75,9.1620617574,2022-05-13T00:00:00.000,Isabella Pereira,RJ,3,cartao_credito,8,-22.25,-42.66
3797,Cômoda,moveis,401.22,21.8900229578,2022-05-13T00:00:00.000,Lucas Oliveira,DF,5,cartao_credito,5,-15.83,-47.86
3798,Cômoda,moveis,329.11,15.1085564706,2020-06-13T00:00:00.000,João Souza,RJ,5,cartao_credito,10,-22.25,-42.66
3799,Celular ABXY,eletronicos,1483.03,76.5513250135,2020-06-13T00:00:00.000,Thiago Silva,SP,5,cartao_credito,8,-22.19,-48.79
3800,Guarda roupas,moveis,657.9,35.9196109462,2021-06-13T00:00:00.000,Pedro Gomes,ES,5,cartao_credito,6,-19.19,-40.34
3801,Celular Plus X42,eletronicos,2487.57,130.0400579516,2021-06-13T00:00:00.000,Rafael Costa,MS,5,cartao_credito,6,-20.51,-54.54
3802,Jogo de copos,utilidades domesticas,49.22,3.3078290769,2021-06-13T00:00:00.000,Larissa Alves,GO,5,boleto,1,-15.98,-49.86
3803,Bola de basquete,esporte e lazer,86.79,10.8632417873,2021-06-13T00:00:00.000,Felipe Santos,BA,4,cartao_credito,1,-13.29,-41.71
3804,Copo térmico,esporte e lazer,72.76,7.0380674313,2021-06-13T00:00:00.000,Mariana Ferreira,MG,5,cartao_credito,6,-18.1,-44.38
3805,Mesa de centro,moveis,295.35,13.3109380344,2021-06-13T00:00:00.000,Rafael Costa,SP,5,cartao_credito,3,-22.19,-48.79
3806,Dashboards com Power BI,livros,43.94,8.5816081974,2021-06-13T00:00:00.000,Bianca Santos,SP,5,cartao_credito,3,-22.19,-48.79
3807,Xadrez de madeira,brinquedos,28.97,2.0688303361,2021-06-13T00:00:00.000,Bianca Santos,ES,5,cartao_credito,1,-19.19,-40.34
3808,Carrinho controle remoto,brinquedos,84.71,2.0949917245,2021-06-13T00:00:00.000,Rafael Costa,SP,5,cupom,1,-22.19,-48.79
3809,TV Led UHD 4K,eletronicos,2999.21,157.2833487319,2021-06-13T00:00:00.000,Isabella Pereira,SP,4,boleto,1,-22.19,-48.79
3810,Assistente virtual,eletronicos,338.83,18.3304549748,2021-06-13T00:00:00.000,Pedro Gomes,PA,5,boleto,1,-3.79,-52.48
3811,Iniciando em programação,livros,89.83,5.6715924301,2021-06-13T00:00:00.000,Lucas Oliveira,RJ,5,boleto,1,-22.25,-42.66
3812,Smart TV,eletronicos,2438.43,130.3701662433,2022-06-13T00:00:00.000,Camila Ribeiro,RS,3,cartao_credito,1,-30.17,-53.5
3813,Iniciando em programação,livros,59.3,0,2022-06-13T00:00:00.000,Bruno Rodrigues,RS,5,cartao_credito,4,-30.17,-53.5
3814,Lava louças,eletrodomesticos,1750.68,93.5015691565,2022-06-13T00:00:00.000,Beatriz Moraes,SP,1,boleto,1,-22.19,-48.79
3815,Cubo mágico 8x8,brinquedos,11.68,0,2022-06-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,8,-22.19,-48.79
3816,TV Led UHD 4K,eletronicos,3712.69,198.3765853802,2022-06-13T00:00:00.000,Camila Ribeiro,MG,5,cartao_credito,3,-18.1,-44.38
3817,Cubo mágico 8x8,brinquedos,27.64,7.7136822343,2022-06-13T00:00:00.000,João Souza,MG,5,cartao_credito,1,-18.1,-44.38
3818,Faqueiro,utilidades domesticas,46.72,0,2022-06-13T00:00:00.000,Isabella Pereira,SP,5,cupom,1,-22.19,-48.79
3819,Faqueiro,utilidades domesticas,72.98,5.2850807932,2020-07-13T00:00:00.000,Thiago Silva,SP,5,cupom,1,-22.19,-48.79
3820,Corda de pular,esporte e lazer,18.84,0,2020-07-13T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,2,-22.19,-48.79
3821,Modelagem preditiva,livros,82.43,4.9202540424,2020-07-13T00:00:00.000,João Souza,PA,4,cartao_credito,1,-3.79,-52.48
3822,Fone de ouvido,eletronicos,172.26,6.7567658388,2020-07-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,1,-22.19,-48.79
3823,Dashboards com Power BI,livros,50.49,11.7828269707,2020-07-13T00:00:00.000,Juliana Costa,SP,4,cartao_credito,1,-22.19,-48.79
3824,Smart TV,eletronicos,2038.83,106.1460029427,2020-07-13T00:00:00.000,Camila Ribeiro,SP,4,cartao_credito,3,-22.19,-48.79
3825,Iniciando em programação,livros,70.49,4.2844849628,2020-07-13T00:00:00.000,Juliana Costa,SE,3,boleto,1,-10.57,-37.45
3826,Bicicleta,esporte e lazer,859.71,46.060097054,2021-07-13T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,4,-22.19,-48.79
3827,Guarda roupas,moveis,600.99,33.6537038317,2021-07-13T00:00:00.000,Pedro Gomes,MG,2,cartao_credito,5,-18.1,-44.38
3828,Panela de pressão,utilidades domesticas,123.93,4.1833387349,2021-07-13T00:00:00.000,Thiago Silva,SP,5,cartao_credito,1,-22.19,-48.79
3829,Cubo mágico 8x8,brinquedos,12.41,0,2022-07-13T00:00:00.000,Isabella Pereira,RJ,2,cartao_credito,10,-22.25,-42.66
3830,Cama box,moveis,652.74,35.2875458197,2022-07-13T00:00:00.000,Thiago Silva,SP,1,cartao_credito,3,-22.19,-48.79
3831,Violão,instrumentos musicais,584.52,28.7083705943,2022-07-13T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,1,-22.19,-48.79
3832,Bola de basquete,esporte e lazer,64.15,3.946899036,2022-07-13T00:00:00.000,Bruno Rodrigues,SP,5,cartao_credito,10,-22.19,-48.79
3833,Jogo de tabuleiro,brinquedos,279.58,15.8266417426,2022-07-13T00:00:00.000,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
3834,Mochila,esporte e lazer,126,7.2402254663,2022-07-13T00:00:00.000,Felipe Santos,RJ,1,cartao_credito,4,-22.25,-42.66
3835,Kit banquetas,moveis,333.54,15.3444406434,2022-07-13T00:00:00.000,Rafael Costa,RJ,3,boleto,1,-22.25,-42.66
3836,Violão,instrumentos musicais,267.67,11.837061307,2020-08-13T00:00:00.000,João Souza,SP,3,cartao_credito,4,-22.19,-48.79
3837,Ciência de dados com python,livros,59.81,0,2020-08-13T00:00:00.000,Bruno Rodrigues,SP,5,boleto,1,-22.19,-48.79
3838,Mochila,esporte e lazer,132.19,7.9271349941,2020-08-13T00:00:00.000,João Souza,PR,5,cartao_credito,2,-24.89,-51.55
3839,Assistente virtual,eletronicos,254.56,11.1389932471,2020-08-13T00:00:00.000,Pedro Gomes,MG,1,cartao_credito,8,-18.1,-44.38
3840,Modelagem preditiva,livros,83.77,12.2625101037,2020-08-13T00:00:00.000,Juliana Costa,RS,5,boleto,1,-30.17,-53.5
3841,Impressora,eletronicos,478.22,23.0482153876,2020-08-13T00:00:00.000,Thiago Silva,RS,5,boleto,1,-30.17,-53.5
3842,Panela de pressão,utilidades domesticas,123.33,6.8500773823,2020-08-13T00:00:00.000,Camila Ribeiro,MG,1,cartao_credito,4,-18.1,-44.38
3843,Blocos de montar,brinquedos,47.49,8.9083139961,2021-08-13T00:00:00.000,Lucas Oliveira,RJ,5,cartao_credito,7,-22.25,-42.66
3844,Jogo de copos,utilidades domesticas,55.98,3.5118711147,2021-08-13T00:00:00.000,Mariana Ferreira,MG,3,cartao_credito,1,-18.1,-44.38
3845,Celular ABXY,eletronicos,1733.71,93.713957147,2021-08-13T00:00:00.000,Mariana Ferreira,MG,5,cartao_credito,4,-18.1,-44.38
3846,Guitarra,instrumentos musicais,1202.06,64.5371832434,2021-08-13T00:00:00.000,Rafael Costa,PE,4,cartao_credito,4,-8.38,-37.86
3847,Kit banquetas,moveis,335.52,18.1542074326,2021-08-13T00:00:00.000,Beatriz Moraes,DF,2,cartao_credito,3,-15.83,-47.86
3848,Dashboards com Power BI,livros,55.41,0,2021-08-13T00:00:00.000,Pedro Gomes,SP,3,cupom,1,-22.19,-48.79
3849,Cômoda,moveis,377.46,20.6297139731,2021-08-13T00:00:00.000,Bianca Santos,SP,5,cupom,1,-22.19,-48.79
3850,Mochila,esporte e lazer,121.46,6.9984841244,2021-08-13T00:00:00.000,Larissa Alves,SP,5,cartao_credito,4,-22.19,-48.79
3851,Modelagem preditiva,livros,69.9,4.0050906213,2022-08-13T00:00:00.000,Isabella Pereira,BA,5,boleto,1,-13.29,-41.71
3852,Geladeira,eletrodomesticos,1974.39,105.4134536465,2022-08-13T00:00:00.000,Mariana Ferreira,SC,5,cartao_credito,2,-27.45,-50.95
3853,Cama king,moveis,1290.54,75.0969868999,2022-08-13T00:00:00.000,Juliana Costa,RJ,1,cupom,1,-22.25,-42.66
3854,Mesa de jantar,moveis,322.02,18.086444066,2022-08-13T00:00:00.000,Camila Ribeiro,RJ,3,cartao_credito,3,-22.25,-42.66
3855,Smartwatch,eletronicos,284.25,15.6665618864,2022-08-13T00:00:00.000,Beatriz Moraes,RJ,3,cupom,1,-22.25,-42.66
3856,Bola de vôlei,esporte e lazer,59.54,3.8573380302,2022-08-13T00:00:00.000,João Souza,GO,3,cartao_credito,1,-15.98,-49.86
3857,Headset,eletronicos,81.83,5.0442134729,2022-08-13T00:00:00.000,Rafael Costa,RS,5,cartao_credito,1,-30.17,-53.5
3858,Secadora de roupas,eletrodomesticos,1318.52,67.7916624259,2022-08-13T00:00:00.000,Rafael Costa,SP,4,cartao_credito,3,-22.19,-48.79
3859,Guarda roupas,moveis,649.03,35.2459071063,2020-09-13T00:00:00.000,Lucas Oliveira,SP,5,cartao_credito,2,-22.19,-48.79
3860,Violão,instrumentos musicais,372.07,17.3960472296,2020-09-13T00:00:00.000,Camila Ribeiro,SP,5,cartao_credito,3,-22.19,-48.79
3861,Assistente virtual,eletronicos,225.28,9.5799213332,2020-09-13T00:00:00.000,Bruno Rodrigues,SP,2,cartao_credito,3,-22.19,-48.79
3862,Lava louças,eletrodomesticos,1711.32,92.0110568336,2020-09-13T00:00:00.000,Felipe Santos,SP,5,boleto,1,-22.19,-48.79
3863,Cubo mágico 8x8,brinquedos,27.68,0,2021-09-13T00:00:00.000,Thiago Silva,SC,5,cartao_credito,7,-27.45,-50.95
3864,Impressora,eletronicos,491.99,26.4801133042,2021-09-13T00:00:00.000,Felipe Santos,PR,5,cartao_credito,1,-24.89,-51.55
3865,Bola de vôlei,esporte e lazer,68.85,4.6059032036,2021-09-13T00:00:00.000,Larissa Alves,PA,5,cartao_credito,4,-3.79,-52.48
3866,Celular ABXY,eletronicos,1371.06,70.5892593644,2021-09-13T00:00:00.000,Juliana Costa,SP,5,cartao_credito,1,-22.19,-48.79
3867,Secadora de roupas,eletrodomesticos,1521.34,81.8951933701,2021-09-13T00:00:00.000,Isabella Pereira,SP,5,cartao_credito,3,-22.19,-48.79
3868,Jogo de panelas,utilidades domesticas,280.71,15.4732280005,2021-09-13T00:00:00.000,Rafael Costa,RJ,5,cartao_credito,3,-22.25,-42.66
3869,Copo térmico,esporte e lazer,57.18,3.570927969,2021-09-13T00:00:00.000,Bianca Santos,PR,3,cartao_credito,2,-24.89,-51.55
3870,Poltrona,moveis,264.48,11.6672034038,2021-09-13T00:00:00.000,João Souza,RJ,4,boleto,1,-22.25,-42.66
3871,Cubo mágico 8x8,brinquedos,21.38,2.0268358553,2021-09-13T00:00:00.000,Camila Ribeiro,MT,5,cartao_credito,10,-12.64,-55.42
3872,Violão,instrumentos musicais,363.08,20.2213328838,2022-09-13T00:00:00.000,Pedro Gomes,BA,1,cartao_credito,4,-13.29,-41.71
3873,Dinossauro Rex,brinquedos,21.64,7.3942002848,2022-09-13T00:00:00.000,Thiago Silva,MG,1,cartao_credito,6,-18.1,-44.38
3874,Cama box,moveis,445.51,21.3065062925,2022-09-13T00:00:00.000,Rafael Costa,MG,3,cartao_credito,2,-18.1,-44.38
3875,Boneca bebê,brinquedos,70.34,1.3298324553,2022-09-13T00:00:00.000,Thiago Silva,SC,1,cartao_credito,1,-27.45,-50.95
3876,Geladeira,eletrodomesticos,3314.11,182.7083227059,2022-09-13T00:00:00.000,Lucas Oliveira,PI,5,cartao_credito,2,-6.6,-42.28
3877,Jogo de panelas,utilidades domesticas,153.17,8.6869462279,2022-09-13T00:00:00.000,Bianca Santos,SP,3,boleto,1,-22.19,-48.79
3878,Mesa de centro,moveis,277.78,12.375388392,2022-09-13T00:00:00.000,Mariana Ferreira,SP,4,cartao_credito,3,-22.19,-48.79
3879,Bateria,instrumentos musicais,1215.5,65.2479832748,2022-09-13T00:00:00.000,Pedro Gomes,SP,5,cartao_credito,1,-22.19,-48.79
3880,Jogo de tabuleiro,brinquedos,203.95,11.7995717682,2022-09-13T00:00:00.000,Rafael Costa,GO,4,cartao_credito,10,-15.98,-49.86
3881,Sofá retrátil,moveis,858.22,43.2820721942,2022-09-13T00:00:00.000,Larissa Alves,MG,3,cartao_credito,3,-18.1,-44.38
3882,Mesa de centro,moveis,160.67,10.207988492,2022-09-13T00:00:00.000,Mariana Ferreira,SC,5,cartao_credito,10,-27.45,-50.95
3883,Jogo de tabuleiro,brinquedos,344.57,19.7464312409,2020-10-13T00:00:00.000,Camila Ribeiro,SP,5,boleto,1,-22.19,-48.79
